keywords,year,_objectid,_accessionnum,_title,_displaydate,_medium,_dimensions,_inscription,_markings,_artist,_provenance,_creditline,_classification,_watermarks,_imagelink,_uuid,id
Woman,2021,224191,2021.87.7,Retrato de lo Eterno (Portrait of the Eternal),1935,gelatin silver print,"image/sheet: 24.13 × 19.37 cm (9 1/2 × 7 5/8 in.)
mount: 45.24 × 35.56 cm (17 13/16 × 14 in.)","signed by artist, lower right below image in graphite on mount: M. Alvarez Bravo. / Mexico.; on verso of mount, upper left, center right, and lower left stamped in black ink: CRESCENT / Quality / BOARDS",,Manuel Álvarez Bravo,"Manual Alvarez Bravo, Mexico City; Jack Lessinger [1911–1987], Secretary, The Photo League, New York; (Thomas Walther Collection, New York); (The Gallery of Contemporary Photography, Los Angeles); Private collection; (sale, Christie’s, New York, 5 April 2000, lot 217); (Pace/MacGill Gallery, New York); Nancy Rutter Clark, New York; gift to NGA, 2021.",Nancy Rutter Clark Collection,Photograph,,https://api.nga.gov/iiif/95e203fb-116a-4e79-92d1-837032f1f168/full/full/0/default.jpg,95e203fb-116a-4e79-92d1-837032f1f168,95e203fb-116a-4e79-92d1-837032f1f168
Nature,2021,224190,2021.87.6,Rain Drops,1927,gelatin silver print,"image/sheet: 9 × 11.8 cm (3 9/16 × 4 5/8 in.)
mount: 31.7 × 25.5 cm (12 1/2 × 10 1/16 in.)","on verso, by unknown hand, top left in graphite: 128 B; lower left: K-AS(P)35; bottom left: 3/22/02; bottom left: 5/1/80; bottom left: 4/21/81 LM; bottom right: AS 1905-20; bottom right: PH 78.291",,Alfred Stieglitz,"Alfred Stieglitz, New York; Georgia O’Keeffe [1887–1986], Abiquiú, NM; William Einstein; widow of William Einstein; (Zabriskie Gallery, Paris); Gilman Paper Company Collection; The Metropolitan Museum of Art, New York, 1978; (sale, Sotheby’s, New York, 14 February 2006, lot 23); Nancy Rutter Clark, New York; gift to NGA, 2021.",Nancy Rutter Clark Collection,Photograph,,https://api.nga.gov/iiif/a529fbaa-350e-4305-8457-f5ef7c31b6bd/full/full/0/default.jpg,a529fbaa-350e-4305-8457-f5ef7c31b6bd,a529fbaa-350e-4305-8457-f5ef7c31b6bd
Hand,2021,224189,2021.87.5,Untitled (Helen Kastor Fleischmann),c. 1917,platinum/palladium print,"image/sheet: 25.4 × 20.32 cm (10 × 8 in.)
mount: 32.23 × 26.67 cm (12 11/16 × 10 1/2 in.)",,,Alfred Stieglitz,"Alfred Stieglitz, New York; Marjorie Content [1895–1984] and Jean Toomer [1894–1967], New York; Nicholas Callaway [b. 1953], New York; Jedermann Collection, New York; (Vivian Horan Fine Art, New York); Marshall [b. 1937] and Maureen Cogan, New York; (Pace/MacGill Gallery, New York and Fraenkel Gallery, San Francisco); Nancy Rutter Clark, New York; gift to NGA, 2021.",Nancy Rutter Clark Collection,Photograph,,https://api.nga.gov/iiif/b37a4ecd-518d-4662-87d8-8846f864c69d/full/full/0/default.jpg,b37a4ecd-518d-4662-87d8-8846f864c69d,b37a4ecd-518d-4662-87d8-8846f864c69d
Nature,2021,224185,2021.87.4,"South of Burns, Oregon",1999,gelatin silver print,"image: 27.94 × 22.86 cm (11 × 9 in.)
sheet: 35.56 × 27.94 cm (14 × 11 in.)","on verso, signed by artist, bottom right in graphite: Robert Adams 2000; bottom left: South of Burns, OR, 1999; by unknown hand, top right in graphite: ADA.006; bottom right: RA.2935.Y",,Robert Adams,"Robert Adams, Astoria, OR; (Fraenkel Gallery, San Francisco); Nancy Rutter Clark, New York, c. 2006; gift to NGA, 2021.",Nancy Rutter Clark Collection,Photograph,,https://api.nga.gov/iiif/bc08cee2-847d-4515-be5e-576f86b688a8/full/full/0/default.jpg,bc08cee2-847d-4515-be5e-576f86b688a8,bc08cee2-847d-4515-be5e-576f86b688a8
Colorado,2021,224188,2021.87.3,"Colorado Springs, Colorado",1968,gelatin silver print,"image/sheet: 14.92 × 15.24 cm (5 7/8 × 6 in.)
mount: 33.02 × 27.94 cm (13 × 11 in.)","on verso of mount, signed by artist, lower right in graphite: Robert Adams; lower left: print made 1968-1971; center artist stamp in black ink: SUBJECT [by artist in black ink: Colorado Springs, / Colorado. 1968 / NO. 25]; top center stamped in black ink: ROBERT H. ADAMS / 213 E. Fontanero St. / Colorado Springs, Colo.; by unknown hand, upper right in graphite: ADA.005; lower right: RA.2642.Y",,Robert Adams,"Robert Adams, Astoria, OR; (Fraenkel Gallery, San Francisco); Nancy Rutter Clark, New York, c. 2006; gift to NGA, 2021.",Nancy Rutter Clark Collection,Photograph,,https://api.nga.gov/iiif/03c12007-353b-461f-83aa-52ce1541ae9b/full/full/0/default.jpg,03c12007-353b-461f-83aa-52ce1541ae9b,03c12007-353b-461f-83aa-52ce1541ae9b
Colorado,2021,224187,2021.87.2,"Wheat Ridge, Colorado",1973–1974,gelatin silver print,"image/sheet: 15.24 × 15.24 cm (6 × 6 in.)
mount: 33.02 × 27.94 cm (13 × 11 in.)","on verso of mount, signed by artist, bottom right in graphite: R Adams; bottom left: Denver 1973-4 / print made 1973-4; by unknown hand, top right in graphite: ADA.004; bottom right: RA.2602.Y",,Robert Adams,"Robert Adams, Astoria, OR; (Fraenkel Gallery, San Francisco); Nancy Rutter Clark, New York, c. 2006; gift to NGA, 2021.",Nancy Rutter Clark Collection,Photograph,,https://api.nga.gov/iiif/e456eb07-be5f-4290-934f-53d444cadb77/full/full/0/default.jpg,e456eb07-be5f-4290-934f-53d444cadb77,e456eb07-be5f-4290-934f-53d444cadb77
Colorado,2021,224186,2021.87.1,"Pikes Peak, over the top of a fence, and new houses, Colorado Springs, Colorado",1968–1971,gelatin silver print,"image/sheet: 14.61 × 15.24 cm (5 3/4 × 6 in.)
mount: 33.02 × 27.94 cm (13 × 11 in.)","on verso of mount, signed by artist, lower right in graphite: R Adams; lower left: print made 1968-71; top center: Pikes Peak; top center stamped in black ink: SUBJECT: [by artist in black ink: Tract housing. / Colorado Springs, Colorado.] / [in graphite: 1968-71 / NO. 8]; center artist stamp in black ink: ROBERT H. ADAMS / 213 E. Fontanero St. / Colorado Springs, Colo.; by unknown hand, upper right in graphite: ADA.003; lower right: RA.2615.Y",,Robert Adams,"Robert Adams, Astoria, OR; (Fraenkel Gallery, San Francisco); Nancy Rutter Clark, New York, c. 2006; gift to NGA, 2021.",Nancy Rutter Clark Collection,Photograph,,https://api.nga.gov/iiif/2d514eb2-7834-478e-b2e1-f6c64db0cc1c/full/full/0/default.jpg,2d514eb2-7834-478e-b2e1-f6c64db0cc1c,2d514eb2-7834-478e-b2e1-f6c64db0cc1c
#N/A,2021,223146,2021.86.2.a-b,"a) Untitled [monkey] (recto); b) Untitled [fish, butterfly, skull] (verso)",c. 1975,"a) ink with scraping and crayon on thin posterboard; 
b) brush and black ink, graphite, crayon, and opaque watercolor with collage on thin posterboard",sheet: 92 × 58.1 cm (36 1/4 × 22 7/8 in.),Not signed. Not dated.,None.,Miriam Beerman,"The artist; by descent to her son, William B. Jaffe, Washington; gift to NGA, 2021",Gift of William B. Jaffe,Drawing,None.,https://api.nga.gov/iiif/140e37e0-89d7-4cd9-aced-8330ff312050/full/full/0/default.jpg,140e37e0-89d7-4cd9-aced-8330ff312050,140e37e0-89d7-4cd9-aced-8330ff312050
#N/A,2021,223144,2021.86.1,Untitled (bloody head),c. 1969-1975,oil on thin posterboard mounted to cream Fabriano paper,sheet: 66 × 51.1 cm (26 × 20 1/8 in.),"""M. Beerman"" lower right margin, ink. Not dated.
""PP00165"" verso, lower right margin, pencil, unknown hand.",None.,Miriam Beerman,"The artist; by descent to her son, William B. Jaffe, Washington; gift to NGA, 2021",Gift of William B. Jaffe,Drawing,"""C.M. FABRIANO - 100/100 COTONE""",https://api.nga.gov/iiif/c14894a4-6a55-43d5-a2be-0cd94673e157/full/full/0/default.jpg,c14894a4-6a55-43d5-a2be-0cd94673e157,c14894a4-6a55-43d5-a2be-0cd94673e157
religious,2021,223891,2021.85.1,The Trickster,1994,mixed media assemblage,overall: 226.06 × 68.58 × 31.12 cm (89 × 27 × 12 1/4 in.),,,Betye Saar,"The artist, Los Angeles; purchased 25 September 2021 through (Roberts Projects, Los Angeles) by NGA.

",Purchased as the Gift of Sharon Percy Rockefeller and Senator John Davison Rockefeller IV,Sculpture,,https://api.nga.gov/iiif/237f20e2-c17d-4bf3-b0c2-a1b5f181a9aa/full/full/0/default.jpg,237f20e2-c17d-4bf3-b0c2-a1b5f181a9aa,237f20e2-c17d-4bf3-b0c2-a1b5f181a9aa
#N/A,2021,223836,2021.82.1,Field Study #725,2018,oil on wove paper,sheet: 50.8 × 40.64 cm (20 × 16 in.),"""TJ 18 / FS 715"" lower right margin, black colored pencil.",,Terrell James,"Ann Jackson via Josh Pazda Hiram Butler Gallery, Houston; gift to NGA, 2021",Gift of Ann Stephens Jackson,Drawing,,https://api.nga.gov/iiif/8ba2a947-89fd-4add-97ae-87e239dc4c10/full/full/0/default.jpg,8ba2a947-89fd-4add-97ae-87e239dc4c10,8ba2a947-89fd-4add-97ae-87e239dc4c10
#N/A,2021,223596,2021.80.9,Landscape III,1988,"aquatint, soft ground, and hard ground etching on wove paper","image: 25.3 × 30.2 cm (9 15/16 × 11 7/8 in.)
sheet: 44.4 × 48 cm (17 1/2 × 18 7/8 in.)","""Ruth Fine"" lower right margin, graphite. ""Landscape III / 88"" lower center margin, graphite. ""5/20"" lower left margin, graphite.",None.,Ruth Fine,"The artist; gift to NGA, 2021",Gift of Ruth Fine and Doris Simmelink,Print,None.,https://api.nga.gov/iiif/c8a51b82-2996-4783-9d2b-ce879f53c1c3/full/full/0/default.jpg,c8a51b82-2996-4783-9d2b-ce879f53c1c3,c8a51b82-2996-4783-9d2b-ce879f53c1c3
#N/A,2021,223595,2021.80.8,Landscape II,1988,spitbite aquatint on wove paper,"image: 25.2 × 30.1 cm (9 15/16 × 11 7/8 in.)
sheet: 44.4 × 48.2 cm (17 1/2 × 19 in.)","""Ruth Fine"" lower right margin, graphite. ""Landscape II / 88"" lower center margin, graphite. ""4/9"" lower left margin, graphite.",None.,Ruth Fine,"The artist; gift to NGA, 2021",Gift of Ruth Fine and Doris Simmelink,Print,None.,https://api.nga.gov/iiif/0ad9f053-7f33-457f-bdd1-78a92be29314/full/full/0/default.jpg,0ad9f053-7f33-457f-bdd1-78a92be29314,0ad9f053-7f33-457f-bdd1-78a92be29314
#N/A,2021,223594,2021.80.7,Landscape I,1988,"aquatint, soft ground etching, and drypoint on wove paper","image: 25.1 × 30.2 cm (9 7/8 × 11 7/8 in.)
sheet: 44.5 × 48 cm (17 1/2 × 18 7/8 in.)","""Ruth Fine"" lower right margin, graphite. ""Landscape I / 88"" lower center margin, graphite. ""AP 2/9"" lower left margin, graphite.",None.,Ruth Fine,"The artist; gift to NGA, 2021",Gift of Ruth Fine and Doris Simmelink,Print,None.,https://api.nga.gov/iiif/f332cf5b-c8b5-449b-80c0-76502cded0a8/full/full/0/default.jpg,f332cf5b-c8b5-449b-80c0-76502cded0a8,f332cf5b-c8b5-449b-80c0-76502cded0a8
#N/A,2021,223593,2021.80.6,Garden,1988,aquatint and soft ground etching on wove paper,"image: 25.2 × 30.1 cm (9 15/16 × 11 7/8 in.)
sheet: 44.3 × 48 cm (17 7/16 × 18 7/8 in.)","""Ruth Fine 1988"" lower right margin, graphite. ""Garden"" lower center margin, graphite. ""9/20"" lower left margin, graphite.",None.,Ruth Fine,"The artist; gift to NGA, 2021",Gift of Ruth Fine and Doris Simmelink,Print,None.,https://api.nga.gov/iiif/4f036455-0741-497e-b497-5ecbef477933/full/full/0/default.jpg,4f036455-0741-497e-b497-5ecbef477933,4f036455-0741-497e-b497-5ecbef477933
#N/A,2021,223592,2021.80.5,Landscape Diptych,1986,aquatint and drypoint on wove paper,"image (each): 14.8 × 22.4 cm (5 13/16 × 8 13/16 in.)
sheet: 43.1 × 68.6 cm (16 15/16 × 27 in.)","""Ruth Fine 1986"" lower right margin, graphite. ""Landscape Diptych 4/24"" lower left margin, graphite.",None.,Ruth Fine,"The artist; gift to NGA, 2021",Gift of Ruth Fine and Doris Simmelink,Print,None.,https://api.nga.gov/iiif/ab31233e-268b-46e8-aff6-a41639a3b934/full/full/0/default.jpg,ab31233e-268b-46e8-aff6-a41639a3b934,ab31233e-268b-46e8-aff6-a41639a3b934
#N/A,2021,223591,2021.80.4,California Landscape 2 [state 2],1985,drypoint on wove BFK Rives paper,"image: 19.9 × 24 cm (7 13/16 × 9 7/16 in.)
sheet: 57.2 × 47 cm (22 1/2 × 18 1/2 in.)","""Ruth Fine 1985"" lower right margin, graphite. ""California Landscape 2, State 2 10/10"" lower left margin, graphite.",None.,Ruth Fine,"The artist; gift to NGA, 2021",Gift of Ruth Fine and Doris Simmelink,Print,"""BFK RIves France ∞"" lower left margin.",https://api.nga.gov/iiif/b50e663a-ee63-4a90-84c2-d9a45fa2a5d6/full/full/0/default.jpg,b50e663a-ee63-4a90-84c2-d9a45fa2a5d6,b50e663a-ee63-4a90-84c2-d9a45fa2a5d6
#N/A,2021,223590,2021.80.3,California Landscape 1 [state 2],1985,drypoint on wove BFK Rives paper,"image: 19.9 × 24 cm (7 13/16 × 9 7/16 in.)
sheet: 57.4 × 46.9 cm (22 5/8 × 18 7/16 in.)","""Ruth Fine 1985"" lower right margin, graphite. ""California Landscape 1, State 2 5/10"" lower left margin, graphite.",None.,Ruth Fine,"The artist; gift to NGA, 2021",Gift of Ruth Fine and Doris Simmelink,Print,"""BFK RIves France ∞"" lower left margin.",https://api.nga.gov/iiif/dade6bd3-e910-4037-ad9f-c6836daa0809/full/full/0/default.jpg,dade6bd3-e910-4037-ad9f-c6836daa0809,dade6bd3-e910-4037-ad9f-c6836daa0809
#N/A,2021,224944,2021.80.27.8,Plate from Letter from Birmingham City Jail,2007,screenprint from an illustrated book with eight screenprints,overall (closed): 39.8 × 33.2 × 4.9 cm (15 11/16 × 13 1/16 × 1 15/16 in.),"""Faith Ringgold"" colophon, graphite.",,"Faith Ringgold, author Martin Luther King Jr., printer Curlee Raven Holten","The artist; to Ruth Fine, Philadelphia; gift to NGA, 2021",Gift of Ruth Fine in honor of Michele Wallace,Volume,,https://api.nga.gov/iiif/b90711d8-2a0f-4ea3-9c27-e941f96e3d9d/full/full/0/default.jpg,b90711d8-2a0f-4ea3-9c27-e941f96e3d9d,b90711d8-2a0f-4ea3-9c27-e941f96e3d9d
#N/A,2021,224943,2021.80.27.7,Plate from Letter from Birmingham City Jail,2007,screenprint from an illustrated book with eight screenprints,overall (closed): 39.8 × 33.2 × 4.9 cm (15 11/16 × 13 1/16 × 1 15/16 in.),"""Faith Ringgold"" colophon, graphite.",,"Faith Ringgold, author Martin Luther King Jr., printer Curlee Raven Holten","The artist; to Ruth Fine, Philadelphia; gift to NGA, 2021",Gift of Ruth Fine in honor of Michele Wallace,Volume,,https://api.nga.gov/iiif/46639b6e-9e84-4ede-9669-b24077c2e3ce/full/full/0/default.jpg,46639b6e-9e84-4ede-9669-b24077c2e3ce,46639b6e-9e84-4ede-9669-b24077c2e3ce
#N/A,2021,224942,2021.80.27.6,Plate from Letter from Birmingham City Jail,2007,screenprint from an illustrated book with eight screenprints,overall (closed): 39.8 × 33.2 × 4.9 cm (15 11/16 × 13 1/16 × 1 15/16 in.),"""Faith Ringgold"" colophon, graphite.",,"Faith Ringgold, author Martin Luther King Jr., printer Curlee Raven Holten","The artist; to Ruth Fine, Philadelphia; gift to NGA, 2021",Gift of Ruth Fine in honor of Michele Wallace,Volume,,https://api.nga.gov/iiif/e9a1d48a-fc48-4efa-abdf-0cc0747cd82a/full/full/0/default.jpg,e9a1d48a-fc48-4efa-abdf-0cc0747cd82a,e9a1d48a-fc48-4efa-abdf-0cc0747cd82a
#N/A,2021,224941,2021.80.27.5,Plate from Letter from Birmingham City Jail,2007,screenprint from an illustrated book with eight screenprints,overall (closed): 39.8 × 33.2 × 4.9 cm (15 11/16 × 13 1/16 × 1 15/16 in.),"""Faith Ringgold"" colophon, graphite.",,"Faith Ringgold, author Martin Luther King Jr., printer Curlee Raven Holten","The artist; to Ruth Fine, Philadelphia; gift to NGA, 2021",Gift of Ruth Fine in honor of Michele Wallace,Volume,,https://api.nga.gov/iiif/c99a0516-140d-42f3-8688-f13d2f37e5a9/full/full/0/default.jpg,c99a0516-140d-42f3-8688-f13d2f37e5a9,c99a0516-140d-42f3-8688-f13d2f37e5a9
#N/A,2021,224940,2021.80.27.4,Plate from Letter from Birmingham City Jail,2007,screenprint from an illustrated book with eight screenprints,overall (closed): 39.8 × 33.2 × 4.9 cm (15 11/16 × 13 1/16 × 1 15/16 in.),"""Faith Ringgold"" colophon, graphite.",,"Faith Ringgold, author Martin Luther King Jr., printer Curlee Raven Holten","The artist; to Ruth Fine, Philadelphia; gift to NGA, 2021",Gift of Ruth Fine in honor of Michele Wallace,Volume,,https://api.nga.gov/iiif/34243967-c7a0-431d-9933-0cba2f9b2dcd/full/full/0/default.jpg,34243967-c7a0-431d-9933-0cba2f9b2dcd,34243967-c7a0-431d-9933-0cba2f9b2dcd
#N/A,2021,224939,2021.80.27.3,Plate from Letter from Birmingham City Jail,2007,screenprint from an illustrated book with eight screenprints,overall (closed): 39.8 × 33.2 × 4.9 cm (15 11/16 × 13 1/16 × 1 15/16 in.),"""Faith Ringgold"" colophon, graphite.",,"Faith Ringgold, author Martin Luther King Jr., printer Curlee Raven Holten","The artist; to Ruth Fine, Philadelphia; gift to NGA, 2021",Gift of Ruth Fine in honor of Michele Wallace,Volume,,https://api.nga.gov/iiif/cfc8a489-2aa3-4280-847b-b77bf1860e26/full/full/0/default.jpg,cfc8a489-2aa3-4280-847b-b77bf1860e26,cfc8a489-2aa3-4280-847b-b77bf1860e26
#N/A,2021,224938,2021.80.27.2,Plate from Letter from Birmingham City Jail,2007,screenprint from an illustrated book with eight screenprints,overall (closed): 39.8 × 33.2 × 4.9 cm (15 11/16 × 13 1/16 × 1 15/16 in.),"""Faith Ringgold"" colophon, graphite.",,"Faith Ringgold, author Martin Luther King Jr., printer Curlee Raven Holten","The artist; to Ruth Fine, Philadelphia; gift to NGA, 2021",Gift of Ruth Fine in honor of Michele Wallace,Volume,,https://api.nga.gov/iiif/cf1b7295-fae3-49ac-a26e-47f83ffc6ac2/full/full/0/default.jpg,cf1b7295-fae3-49ac-a26e-47f83ffc6ac2,cf1b7295-fae3-49ac-a26e-47f83ffc6ac2
#N/A,2021,223614,2021.80.27.1-8,Letter from Birmingham City Jail,2007,illustrated book with eight screenprints,overall (closed): 39.8 × 33.2 × 4.9 cm (15 11/16 × 13 1/16 × 1 15/16 in.),"""Faith Ringgold"" colophon, graphite.",,"Faith Ringgold, author Martin Luther King Jr., printer Curlee Raven Holten","The artist; to Ruth Fine, Philadelphia; gift to NGA, 2021",Gift of Ruth Fine in honor of Michele Wallace,Volume,,https://api.nga.gov/iiif/4483d4f0-5709-49d1-b4c1-38a4527514c0/full/full/0/default.jpg,4483d4f0-5709-49d1-b4c1-38a4527514c0,4483d4f0-5709-49d1-b4c1-38a4527514c0
#N/A,2021,224937,2021.80.27.1,Frontispiece from Letter from Birmingham City Jail,2007,screenprint from an illustrated book with eight screenprints,overall (closed): 39.8 × 33.2 × 4.9 cm (15 11/16 × 13 1/16 × 1 15/16 in.),"""Faith Ringgold"" colophon, graphite.",,"Faith Ringgold, author Martin Luther King Jr., printer Curlee Raven Holten","The artist; to Ruth Fine, Philadelphia; gift to NGA, 2021",Gift of Ruth Fine in honor of Michele Wallace,Volume,,https://api.nga.gov/iiif/977b01d6-17a0-45fb-a4ce-80c6bad28782/full/full/0/default.jpg,977b01d6-17a0-45fb-a4ce-80c6bad28782,977b01d6-17a0-45fb-a4ce-80c6bad28782
#N/A,2021,223613,2021.80.26,How Big is Home,2020,"artist's book, inkjet printed",overall (closed): 25.9 × 17.1 × 2.5 cm (10 3/16 × 6 3/4 × 1 in.),Not signed. Not dated.,,Barbara Luck,"Janus Press, Vermont; to Ruth Fine, Philadelphia; gift to NGA, 2021",Gift of Ruth Fine in memory of Neal Turtell,Volume,,https://api.nga.gov/iiif/030dea7c-4292-4ba3-b0d7-b028e4bc227b/full/full/0/default.jpg,030dea7c-4292-4ba3-b0d7-b028e4bc227b,030dea7c-4292-4ba3-b0d7-b028e4bc227b
#N/A,2021,223612,2021.80.25,Punta Del Burro,2018,artist's book with 24 inkjet prints and accompanying chapbook,overall (closed): 30.9 × 25.6 × 5 cm (12 3/16 × 10 1/16 × 1 15/16 in.),"""Kwame Dawes"" colophon, black ink. ""Jon Gregg"" colophon, black ink.",,"Jon Gregg, author Kwame Dawes","Janus Press, Vermont; to Ruth Fine, Philadelphia; gift to NGA, 2021",Gift of Ruth Fine in memory of Neal Turtell,Volume,,https://api.nga.gov/iiif/164008a4-2363-431d-b97e-887fde8dc506/full/full/0/default.jpg,164008a4-2363-431d-b97e-887fde8dc506,164008a4-2363-431d-b97e-887fde8dc506
#N/A,2021,223611,2021.80.24,Gameboard/Symmetries,2017,artist's book with 12 inkjet prints,overall (closed): 22.7 × 12.2 × 3 cm (8 15/16 × 4 13/16 × 1 3/16 in.),"""for Ruth Fine"" black ink, colophon.",,"Mark Levitt, author Ellen Dorne Levitt","Janus Press, Vermont; to Ruth Fine, Philadelphia; gift to NGA, 2021",Gift of Ruth Fine in memory of Neal Turtell,Volume,,https://api.nga.gov/iiif/b50ae631-cec9-4c13-a368-189b08ad34af/full/full/0/default.jpg,b50ae631-cec9-4c13-a368-189b08ad34af,b50ae631-cec9-4c13-a368-189b08ad34af
#N/A,2021,223610,2021.80.23,Lucretius and Other Sonnets,2017,artist’s book: bound volume with lithographs and digital prints,overall (closed): 26.5 × 20 × 2.1 cm (10 7/16 × 7 7/8 × 13/16 in.),"""for Ruth Fine / with love / Claire"" colophon, black ink.",,"Claire Van Vliet, author W. R. Johnson","Janus Press, Vermont; to Ruth Fine, Philadelphia; gift to NGA, 2021",Gift of Ruth Fine in memory of Neal Turtell,Volume,,https://api.nga.gov/iiif/092e1a28-cd73-46ae-a142-a8775ad07a7d/full/full/0/default.jpg,092e1a28-cd73-46ae-a142-a8775ad07a7d,092e1a28-cd73-46ae-a142-a8775ad07a7d
#N/A,2021,223609,2021.80.22,The Silences Between (Moeraki Conversations),2016,artist's book: bound volume with pamphlet,overall (closed): 29.7 × 27.3 × 6.9 cm (11 11/16 × 10 3/4 × 2 11/16 in.),"""Claire van Vliet"" colophon, black ink. ""For Ruthie with love, Claire"" colophone, black ink. ""Keri Hulme 2011"" colophon, black ink.",None.,"Claire Van Vliet, author Keri Hulme","Janus Press, Vermont; to Ruth Fine, Philadelphia; gift to NGA, 2021",Gift of Ruth Fine in memory of Neal Turtell,Volume,None.,https://api.nga.gov/iiif/52a36425-19dd-470c-bd1e-bd4e910b7da2/full/full/0/default.jpg,52a36425-19dd-470c-bd1e-bd4e910b7da2,52a36425-19dd-470c-bd1e-bd4e910b7da2
